Time,X,Y,Z
1697307458.4556265,1.3826591968536377,1.3783948421478271,1.85687255859375
1697307458.550885,1.37326180934906,1.3781578540802002,1.8792998790740967
1697307458.6325037,1.3799742460250854,1.37326180934906,1.8688759803771973
1697307458.7132823,1.3873183727264404,1.3688395023345947,1.8588467836380005
1697307458.7939515,1.3631536960601807,1.4036650657653809,1.852134346961975
1697307458.8753364,1.3906351327896118,1.3779999017715454,1.8550561666488647
1697307458.9563174,1.384554386138916,1.377763032913208,1.8588467836380005
1697307459.0371966,1.388187050819397,1.3645751476287842,1.861610770225525
1697307459.11785,1.3948994874954224,1.3799742460250854,1.845342993736267
1697307459.1994834,1.396162986755371,1.379421353340149,1.8434476852416992
1697307459.2805645,1.4072188138961792,1.3409631252288818,1.901806354522705
1697307459.361988,1.426329493522644,1.4097458124160767,1.760055661201477
1697307459.443241,1.4122728109359741,1.4097458124160767,1.7951182126998901
1697307459.524433,1.3864496946334839,1.3524137735366821,1.8460537195205688
1697307459.6052482,1.4512839317321777,1.3115074634552002,1.8622424602508545
1697307459.6856794,1.3914247751235962,1.3672600984573364,1.8673754930496216
1697307459.7660375,1.4639190435409546,1.9083608388900757,1.905754804611206
1697307459.8468761,2.9765846729278564,0.6846455335617065,3.1218888759613037
1697307459.9279478,0.07531493157148361,3.1699814796447754,1.9222594499588013
1697307460.0086365,2.313870429992676,0.0008464570273645222,3.1804845333099365
1697307460.0892754,1.7300471067428589,3.162400484085083,3.0802719593048096
1697307460.170138,2.609612226486206,3.151660680770874,3.034074544906616
1697307460.250985,3.1823008060455322,1.5580509901046753,3.185696601867676
1697307460.331439,1.3187726736068726,2.232926368713379,2.1495344638824463
1697307460.4119046,1.4348582029342651,0.0024258519988507032,3.1882236003875732
1697307460.4938514,0.9042603969573975,3.1061739921569824,3.113913059234619
1697307460.5747125,3.0699269771575928,3.128206491470337,3.146369695663452
1697307460.6552014,3.1803267002105713,2.066931962966919,3.18190598487854
1697307460.7359514,1.4707103967666626,2.577392578125,2.032896041870117
1697307460.8169794,1.1813652515411377,0.0006095477729104459,3.1868810653686523
1697307460.8980565,2.622326374053955,3.156714677810669,3.1438424587249756
1697307460.9785001,1.8730612993240356,3.158846855163574,3.0076987743377686
1697307461.0592294,1.3378833532333374,0.07144541293382645,3.188934326171875
1697307461.140337,2.333375930786133,3.1631901264190674,1.8188880681991577
1697307461.2214336,2.0196292400360107,3.1002511978149414,2.0409510135650635
1697307461.3019125,1.16738760471344,0.697596549987793,2.8180134296417236
1697307461.3826232,2.5480947494506836,0.059205103665590286,3.179536819458008
1697307461.4635425,2.9785587787628174,3.045525312423706,1.5797677040100098
1697307461.5442967,0.8370571732521057,3.1708502769470215,0.29635125398635864
1697307461.6249695,2.1943893432617188,2.9995648860931396,1.5260682106018066
1697307461.7056088,2.9119873046875,0.04427982121706009,3.1751935482025146
1697307461.7864704,3.170297384262085,2.106653928756714,2.3878650665283203
1697307461.867359,0.8555361032485962,3.173377275466919,0.23388619720935822
1697307461.9478428,0.6779330968856812,1.4636821746826172,2.6845545768737793
1697307462.0408165,1.4950331449508667,1.2230613231658936,3.1888554096221924
1697307462.13299,3.1838011741638184,1.503403902053833,3.1432108879089355
1697307462.2235909,2.6055057048797607,3.176457166671753,0.6393958926200867
1697307462.3137157,1.2527539730072021,3.1765360832214355,1.4024015665054321
1697307462.4041843,0.9969708919525146,3.0324952602386475,3.186091423034668
1697307462.497248,2.647754669189453,0.019878167659044266,3.187828779220581
1697307462.5903785,3.1107542514801025,2.5702064037323,2.8309643268585205
1697307462.68315,0.859642505645752,3.176693916320801,0.3568421006202698
1697307462.7762666,0.6054388880729675,3.062187910079956,3.148343801498413
1697307462.8695557,1.5432837009429932,0.5898818373680115,2.984402656555176
1697307462.9621072,1.119452953338623,1.7708745002746582,1.8158082962036133
1697307463.0522892,1.5823736190795898,1.6605536937713623,2.206866502761841
1697307463.142569,1.3022679090499878,1.4685782194137573,1.9527418613433838
1697307463.2352946,1.317667007446289,1.4817662239074707,1.8143078088760376
1697307463.3288803,1.732337236404419,1.1992124319076538,1.90915048122406
1697307463.42187,1.6250172853469849,1.226930856704712,1.8981736898422241
1697307463.5144925,1.1934475898742676,1.5498381853103638,1.8922510147094727
1697307463.6074748,1.4431500434875488,1.4570486545562744,1.9010956287384033
1697307463.699779,1.2768397331237793,1.6795854568481445,1.92549729347229
1697307463.7911088,1.9090715646743774,1.7816933393478394,2.201575517654419
1697307463.8815796,1.376025676727295,1.4546796083450317,2.087148427963257
1697307463.9741652,1.5604990720748901,1.5981676578521729,1.894935965538025
1697307464.0671294,1.4137732982635498,2.1516666412353516,1.3342506885528564
1697307464.1633003,1.9750112295150757,1.10105299949646,2.344984531402588
1697307464.255988,0.8804905414581299,3.192409038543701,2.2248716354370117
1697307464.3485007,1.3002936840057373,0.8503240942955017,3.184985876083374
1697307464.441663,3.142184257507324,0.91839599609375,1.106975793838501
1697307464.53463,0.5164399743080139,3.167928457260132,1.768742322921753
1697307464.6262145,0.0036103983875364065,1.7521586418151855,3.1864073276519775
1697307464.7169986,3.184748888015747,2.6386730670928955,3.087616205215454
1697307464.807824,3.1736931800842285,1.5931135416030884,0.42365050315856934
1697307464.8978386,3.1738510131835938,1.3227211236953735,0.8764630556106567
1697307464.9905467,2.7853989601135254,3.1607420444488525,3.1868810653686523
1697307465.0834818,0.1400701254606247,2.160827159881592,3.177088737487793
1697307465.1772373,0.899048388004303,1.6912729740142822,3.1785101890563965
1697307465.2701573,3.184117078781128,3.1229946613311768,0.25670844316482544
1697307465.3629036,0.868013322353363,3.0134634971618652,1.9251813888549805
1697307465.455168,1.8222837448120117,1.2197445631027222,3.1297860145568848
1697307465.545501,2.0600616931915283,2.2336370944976807,2.811379909515381
1697307465.636604,3.1785101890563965,0.03038114495575428,1.3003727197647095
1697307465.7356691,1.7543697357177734,0.037567391991615295,3.186723232269287
1697307465.8281229,0.05999480187892914,3.140683889389038,3.1752724647521973
1697307465.9210036,2.728461742401123,3.1280486583709717,3.144158363342285
1697307466.0141945,3.184748888015747,1.4961386919021606,2.0347914695739746
1697307466.1082187,3.124258041381836,3.0111734867095947,1.0746771097183228
1697307466.2016692,1.0685174465179443,0.22693686187267303,3.1548984050750732
1697307466.2944953,2.517770290374756,2.3660695552825928,0.12435514479875565
1697307466.3867302,1.4735532999038696,3.1918561458587646,0.6948326230049133
1697307466.477602,1.4073766469955444,2.983928918838501,2.3748350143432617
1697307466.568716,0.32604390382766724,3.1394991874694824,3.189802885055542
1697307466.6621232,3.1839592456817627,2.37412428855896,3.0629775524139404
1697307466.7549527,2.697584390640259,3.1781153678894043,0.12617145478725433
1697307466.84833,0.1548374742269516,3.1109912395477295,2.775606632232666
1697307466.9415932,2.637883424758911,2.082726001739502,0.3249383270740509
1697307467.035273,2.9469709396362305,0.5073584318161011,1.58663809299469
1697307467.1272628,0.8513506650924683,3.0954341888427734,2.1413216590881348
1697307467.2175272,3.0336008071899414,2.9835338592529297,0.5938303470611572
1697307467.308004,2.7298831939697266,0.4139372408390045,3.189329147338867
1697307467.3982177,3.0397603511810303,1.404849648475647,3.1868810653686523
1697307467.4923913,0.8758313059806824,3.06131911277771,3.1308915615081787
