Front Right,Rear Left,Rear Right,Front Left,Time
2.303920269012451,2.4075286388397217,2.505451202392578,2.8519704341888428,15847.0
2.3023409843444824,2.408160448074341,2.5022923946380615,2.8491275310516357,15847.0
2.3029725551605225,2.409423828125,2.5079782009124756,2.849759101867676,15847.0
2.302025079727173,2.4056332111358643,2.5029239654541016,2.848179817199707,15847.0
2.3017091751098633,2.4097397327423096,2.505451202392578,2.8494434356689453,15847.0
2.308342695236206,2.4119508266448975,2.5079782009124756,2.8541815280914307,15848.0
2.308342695236206,2.4125826358795166,2.508925676345825,2.8570244312286377,15848.0
2.308974266052246,2.413846254348755,2.5101892948150635,2.858288049697876,15848.0
2.3092901706695557,2.4113192558288574,2.5029239654541016,2.85481333732605,15848.0
2.308974266052246,2.414477825164795,2.5108211040496826,2.859551429748535,15848.0
2.3029725551605225,2.4103715419769287,2.5035557746887207,2.8519704341888428,15849.0
2.303920269012451,2.4068968296051025,2.502608299255371,2.8491275310516357,15849.0
2.3042361736297607,2.4091079235076904,2.5035557746887207,2.851654529571533,15849.0
2.303288459777832,2.4078445434570312,2.50418758392334,2.850390911102295,15849.0
2.30486798286438,2.4113192558288574,2.5045034885406494,2.851022720336914,15849.0
2.307710886001587,2.4135303497314453,2.510505199432373,2.857656240463257,15850.0
2.3130807876586914,2.4147937297821045,2.5117685794830322,2.8551292419433594,15850.0
2.3086583614349365,2.4091079235076904,2.506082773208618,2.8563926219940186,15850.0
2.308342695236206,2.41890025138855,2.5101892948150635,2.8573403358459473,15850.0
2.3080267906188965,2.412898540496826,2.509873390197754,2.857656240463257,15850.0
2.3051838874816895,2.412898540496826,2.505451202392578,2.8535497188568115,15851.0
2.298234462738037,2.3996317386627197,2.499133586883545,2.8434417247772217,15851.0
2.3051838874816895,2.4084763526916504,2.5022923946380615,2.8491275310516357,15851.0
2.3036043643951416,2.411003351211548,2.5051352977752686,2.8513386249542236,15851.0
2.303920269012451,2.410055637359619,2.506082773208618,2.850390911102295,15851.0
2.308342695236206,2.415109634399414,2.5108211040496826,2.8592355251312256,15852.0
2.307710886001587,2.409423828125,2.5092415809631348,2.857656240463257,15852.0
2.3092901706695557,2.4132144451141357,2.507662296295166,2.852602005004883,15852.0
2.308342695236206,2.417320966720581,2.5114529132843018,2.8598673343658447,15852.0
2.3073949813842773,2.4163732528686523,2.5108211040496826,2.858919620513916,15852.0
2.3045520782470703,2.403738021850586,2.503239870071411,2.850390911102295,15853.0
2.303288459777832,2.407212734222412,2.506082773208618,2.8513386249542236,15853.0
2.3045520782470703,2.4068968296051025,2.505451202392578,2.8544974327087402,15853.0
2.3036043643951416,2.410055637359619,2.50418758392334,2.851022720336914,15853.0
2.303288459777832,2.408160448074341,2.50418758392334,2.8513386249542236,15853.0
2.3092901706695557,2.411003351211548,2.5108211040496826,2.857656240463257,15854.0
2.308974266052246,2.411634922027588,2.5092415809631348,2.8579721450805664,15854.0
